symbol,timestamp,open,high,low,close,volume,sector
PG,2024-02-09T16:00:00Z,221.742,221.9611,218.5732,218.7894,1426295,STAPLES
AAPL,2024-02-12T16:00:00Z,42.7396,42.903,42.38,42.5426,781332,TECH
MSFT,2024-02-12T16:00:00Z,64.0765,64.203,63.9077,64.0341,815232,TECH
NVDA,2024-02-12T16:00:00Z,74.1182,74.2669,72.1807,72.3259,878017,TECH
JPM,2024-02-12T16:00:00Z,101.5285,102.591,101.3644,102.4255,725529,FINANCIALS
GS,2024-02-12T16:00:00Z,109.8294,110.3406,109.7109,110.2217,754991,FINANCIALS
BAC,2024-02-12T16:00:00Z,138.2568,138.424,137.7043,137.8711,1262515,FINANCIALS
XOM,2024-02-12T16:00:00Z,158.5776,158.744,155.6814,155.8449,1579245,ENERGY
CVX,2024-02-12T16:00:00Z,167.225,168.9781,167.0622,168.8138,833576,ENERGY
KO,2024-02-12T16:00:00Z,171.2929,171.7419,170.7077,171.1564,1329038,STAPLES
PG,2024-02-12T16:00:00Z,218.3843,219.9333,218.1811,219.7289,1159209,STAPLES
AAPL,2024-02-13T16:00:00Z,42.5969,43.0042,42.5731,42.9802,1494219,TECH
MSFT,2024-02-13T16:00:00Z,64.0481,64.936,63.7257,64.6107,1360786,TECH
NVDA,2024-02-13T16:00:00Z,72.2191,73.4852,71.9519,73.2142,833761,TECH
JPM,2024-02-13T16:00:00Z,102.1567,103.3881,101.8911,103.12,1579376,FINANCIALS
GS,2024-02-13T16:00:00Z,110.1113,111.33,109.6055,110.8209,1425615,FINANCIALS
BAC,2024-02-13T16:00:00Z,138.1974,138.3947,137.7593,137.9563,1403348,FINANCIALS
XOM,2024-02-13T16:00:00Z,155.8622,156.1472,155.6611,155.946,773312,ENERGY
CVX,2024-02-13T16:00:00Z,168.7999,169.3017,168.0086,168.5096,1029279,ENERGY
KO,2024-02-13T16:00:00Z,171.2153,172.5645,170.4523,171.7989,1288691,STAPLES
PG,2024-02-13T16:00:00Z,220.3239,220.3474,219.993,220.0165,1462396,STAPLES
AAPL,2024-02-14T16:00:00Z,43.0042,44.0939,42.7787,43.8638,1513215,TECH
MSFT,2024-02-14T16:00:00Z,64.7125,64.8235,64.3581,64.4687,756454,TECH
NVDA,2024-02-14T16:00:00Z,73.278,73.3041,72.5297,72.5556,1155350,TECH
JPM,2024-02-14T16:00:00Z,102.987,105.485,102.9185,105.4149,1524101,FINANCIALS
GS,2024-02-14T16:00:00Z,110.8096,111.0923,110.7477,111.0303,767028,FINANCIALS
BAC,2024-02-14T16:00:00Z,137.9071,138.2702,136.3176,136.6775,1408581,FINANCIALS
XOM,2024-02-14T16:00:00Z,156.4031,156.8679,156.0104,156.475,1310215,ENERGY
CVX,2024-02-14T16:00:00Z,168.5325,170.6151,168.172,170.2509,805184,ENERGY
KO,2024-02-14T16:00:00Z,171.6126,174.0875,170.9472,173.4152,854174,STAPLES
PG,2024-02-14T16:00:00Z,220.1001,221.8572,219.3895,221.1433,1510149,STAPLES
AAPL,2024-02-15T16:00:00Z,43.9879,44.0658,43.6512,43.7287,1395866,TECH
MSFT,2024-02-15T16:00:00Z,64.5546,64.672,63.8997,64.016,1256591,TECH
NVDA,2024-02-15T16:00:00Z,72.3584,72.4624,71.3386,71.4412,1385140,TECH
JPM,2024-02-15T16:00:00Z,105.4326,107.3174,105.4312,107.316,1559775,FINANCIALS
GS,2024-02-15T16:00:00Z,110.9921,111.34,108.953,109.2956,791747,FINANCIALS
BAC,2024-02-15T16:00:00Z,136.7872,138.0679,136.0934,137.3711,895115,FINANCIALS
XOM,2024-02-15T16:00:00Z,156.606,156.9515,155.9874,156.3322,1534540,ENERGY
CVX,2024-02-15T16:00:00Z,170.4976,172.7391,170.1899,172.428,850489,ENERGY
KO,2024-02-15T16:00:00Z,173.322,173.83,171.7667,172.2716,1137201,STAPLES
PG,2024-02-15T16:00:00Z,220.8916,225.5417,219.5714,224.2017,795455,STAPLES
AAPL,2024-02-16T16:00:00Z,43.7953,43.8683,42.5071,42.5781,1548877,TECH
MSFT,2024-02-16T16:00:00Z,63.9282,64.0553,63.5023,63.6287,715329,TECH
NVDA,2024-02-16T16:00:00Z,71.6435,71.7197,71.3552,71.4312,1190282,TECH
JPM,2024-02-16T16:00:00Z,107.2983,107.3504,105.2707,105.3218,887604,FINANCIALS
GS,2024-02-16T16:00:00Z,109.1926,109.6137,106.1529,106.5638,872686,FINANCIALS
BAC,2024-02-16T16:00:00Z,137.3733,137.7375,134.5493,134.907,1379624,FINANCIALS
XOM,2024-02-16T16:00:00Z,156.6207,157.1901,154.1074,154.6698,1436167,ENERGY
CVX,2024-02-16T16:00:00Z,172.3622,172.5379,168.1391,168.3106,1522165,ENERGY
KO,2024-02-16T16:00:00Z,172.5695,174.0937,169.0233,170.5295,996041,STAPLES
PG,2024-02-16T16:00:00Z,224.2699,224.3003,222.9926,223.0229,1303948,STAPLES
AAPL,2024-02-19T16:00:00Z,42.6288,42.6499,42.313,42.334,832377,TECH
MSFT,2024-02-19T16:00:00Z,63.7274,63.8473,62.9958,63.1146,871797,TECH
NVDA,2024-02-19T16:00:00Z,71.303,71.5781,70.8768,71.1513,1557827,TECH
JPM,2024-02-19T16:00:00Z,105.1893,105.5637,103.8749,104.2459,941151,FINANCIALS
GS,2024-02-19T16:00:00Z,106.5888,107.0025,106.0799,106.4933,720249,FINANCIALS
BAC,2024-02-19T16:00:00Z,134.8226,135.1911,133.6933,134.0597,1199002,FINANCIALS
XOM,2024-02-19T16:00:00Z,154.2373,155.9164,153.7774,155.453,1078444,ENERGY
CVX,2024-02-19T16:00:00Z,167.9215,168.2936,166.8939,167.2644,1307016,ENERGY
KO,2024-02-19T16:00:00Z,170.6725,171.3438,170.5488,171.2196,1058957,STAPLES
PG,2024-02-19T16:00:00Z,222.9746,223.8857,222.081,222.992,790575,STAPLES
AAPL,2024-02-20T16:00:00Z,42.3942,42.399,42.2,42.2048,761754,TECH
MSFT,2024-02-20T16:00:00Z,63.1535,63.5103,61.7041,62.0547,1296358,TECH
NVDA,2024-02-20T16:00:00Z,71.1357,72.499,70.9621,72.3226,1437344,TECH
JPM,2024-02-20T16:00:00Z,104.3646,104.9169,102.0188,102.5615,1263127,FINANCIALS
GS,2024-02-20T16:00:00Z,106.4717,106.71,106.2478,106.486,994978,FINANCIALS
BAC,2024-02-20T16:00:00Z,133.6519,133.6615,133.0502,133.0598,768594,FINANCIALS
XOM,2024-02-20T16:00:00Z,155.3904,156.864,155.3544,156.8276,1241427,ENERGY
CVX,2024-02-20T16:00:00Z,166.8619,174.1468,166.2898,173.5516,777536,ENERGY
KO,2024-02-20T16:00:00Z,171.3246,175.6895,170.7134,175.0649,1125848,STAPLES
PG,2024-02-20T16:00:00Z,223.23,228.3617,222.6507,227.7706,949253,STAPLES
AAPL,2024-02-21T16:00:00Z,42.2231,43.2275,41.9489,42.9485,1435417,TECH
MSFT,2024-02-21T16:00:00Z,62.0827,62.4173,61.4915,61.8247,741293,TECH
NVDA,2024-02-21T16:00:00Z,72.3627,74.7774,72.0411,74.4466,1117695,TECH
JPM,2024-02-21T16:00:00Z,102.6235,102.8005,101.6869,101.8626,1314849,FINANCIALS
GS,2024-02-21T16:00:00Z,106.2101,108.5566,105.7346,108.0728,903994,FINANCIALS
BAC,2024-02-21T16:00:00Z,133.224,133.7135,132.5518,133.0407,782403,FINANCIALS
XOM,2024-02-21T16:00:00Z,156.6239,157.2463,156.2122,156.834,1494008,ENERGY
CVX,2024-02-21T16:00:00Z,173.535,177.9762,173.4706,177.9102,1458132,ENERGY
KO,2024-02-21T16:00:00Z,175.3575,175.991,175.1529,175.7859,1347268,STAPLES
PG,2024-02-21T16:00:00Z,227.1731,230.3442,226.6892,229.8546,956789,STAPLES
AAPL,2024-02-22T16:00:00Z,43.0188,43.2418,42.0821,42.3013,1220278,TECH
MSFT,2024-02-22T16:00:00Z,61.8059,61.9414,61.2105,61.3451,1482688,TECH
NVDA,2024-02-22T16:00:00Z,74.577,75.6522,74.1453,75.2169,925952,TECH
JPM,2024-02-22T16:00:00Z,101.8353,102.1621,100.5432,100.8669,888260,FINANCIALS
GS,2024-02-22T16:00:00Z,107.8388,108.1366,107.1444,107.4411,1404968,FINANCIALS
BAC,2024-02-22T16:00:00Z,133.2181,133.5664,131.7085,132.0536,1568126,FINANCIALS
XOM,2024-02-22T16:00:00Z,156.7195,158.9009,156.6469,158.8273,947900,ENERGY
CVX,2024-02-22T16:00:00Z,177.8944,178.4393,173.9218,174.4562,769017,ENERGY
KO,2024-02-22T16:00:00Z,175.7828,176.9608,175.5724,176.7492,710544,STAPLES
PG,2024-02-22T16:00:00Z,229.1973,230.1545,224.6985,225.6409,1298597,STAPLES
AAPL,2024-02-23T16:00:00Z,42.3444,42.9416,42.2048,42.8004,1057792,TECH
MSFT,2024-02-23T16:00:00Z,61.236,61.8473,61.2266,61.8379,906220,TECH
NVDA,2024-02-23T16:00:00Z,75.2083,75.732,74.9547,75.4775,1421966,TECH
JPM,2024-02-23T16:00:00Z,100.8199,101.2222,99.3889,99.7871,1113974,FINANCIALS
GS,2024-02-23T16:00:00Z,107.3951,108.3857,107.391,108.3816,971053,FINANCIALS
BAC,2024-02-23T16:00:00Z,132.0745,132.6999,131.4806,132.1058,1437235,FINANCIALS
XOM,2024-02-23T16:00:00Z,158.5844,163.2423,158.0102,162.6534,1061623,ENERGY
CVX,2024-02-23T16:00:00Z,174.5523,175.6665,173.6027,174.7161,1526814,ENERGY
KO,2024-02-23T16:00:00Z,176.3788,176.4018,176.2487,176.2718,1196045,STAPLES
PG,2024-02-23T16:00:00Z,225.8198,228.1427,224.9708,227.2882,983740,STAPLES
AAPL,2024-02-26T16:00:00Z,42.7616,43.3587,42.7097,43.3062,935383,TECH
MSFT,2024-02-26T16:00:00Z,61.8883,62.3566,61.6163,62.0838,784935,TECH
NVDA,2024-02-26T16:00:00Z,75.4331,76.0648,74.161,74.7873,720503,TECH
JPM,2024-02-26T16:00:00Z,99.7713,100.7854,99.7326,100.7463,928630,FINANCIALS
GS,2024-02-26T16:00:00Z,108.2757,108.5132,107.2745,107.5103,1259838,FINANCIALS
BAC,2024-02-26T16:00:00Z,132.1425,134.0057,131.9626,133.8235,1522785,FINANCIALS
XOM,2024-02-26T16:00:00Z,162.4481,162.9956,159.9543,160.4952,1097519,ENERGY
CVX,2024-02-26T16:00:00Z,174.9348,175.0408,170.3388,170.4421,702185,ENERGY
KO,2024-02-26T16:00:00Z,175.9422,177.8528,174.4998,176.4065,1272787,STAPLES
PG,2024-02-26T16:00:00Z,227.6575,228.5122,224.7476,225.5946,833198,STAPLES
AAPL,2024-02-27T16:00:00Z,43.2872,43.4974,42.7166,42.925,1131234,TECH
MSFT,2024-02-27T16:00:00Z,62.0729,62.3392,60.1436,60.4028,1127985,TECH
NVDA,2024-02-27T16:00:00Z,74.724,74.791,72.7053,72.7706,1194331,TECH
JPM,2024-02-27T16:00:00Z,100.5387,100.6013,98.948,99.0096,1184241,FINANCIALS
GS,2024-02-27T16:00:00Z,107.4891,107.7791,106.8129,107.1018,969719,FINANCIALS
BAC,2024-02-27T16:00:00Z,133.8487,134.1323,130.6585,130.9359,1334109,FINANCIALS
XOM,2024-02-27T16:00:00Z,160.5415,160.8624,159.3755,159.6946,1597321,ENERGY
CVX,2024-02-27T16:00:00Z,169.9885,173.7064,169.603,173.3133,837940,ENERGY
KO,2024-02-27T16:00:00Z,176.0849,178.1224,176.0602,178.0973,1327438,STAPLES
PG,2024-02-27T16:00:00Z,225.7516,232.6107,225.3753,232.2236,1236241,STAPLES
AAPL,2024-02-28T16:00:00Z,42.8632,43.4501,42.6627,43.2478,895971,TECH
MSFT,2024-02-28T16:00:00Z,60.5536,60.6278,59.5487,59.6217,1188993,TECH
NVDA,2024-02-28T16:00:00Z,72.644,73.0627,72.6331,73.0518,1021479,TECH
JPM,2024-02-28T16:00:00Z,99.0169,99.0229,96.7735,96.7793,1030758,FINANCIALS
GS,2024-02-28T16:00:00Z,106.9522,108.2145,106.8171,108.078,885748,FINANCIALS
BAC,2024-02-28T16:00:00Z,131.0175,131.2353,129.0889,129.3039,1058723,FINANCIALS
XOM,2024-02-28T16:00:00Z,159.7642,160.0313,159.2661,159.5328,1312103,ENERGY
CVX,2024-02-28T16:00:00Z,173.4645,176.1275,172.9851,175.6421,1278945,ENERGY
KO,2024-02-28T16:00:00Z,178.1913,180.4499,178.0745,180.3318,1582825,STAPLES
PG,2024-02-28T16:00:00Z,231.8199,232.2387,230.0384,230.4548,906812,STAPLES
AAPL,2024-02-29T16:00:00Z,43.3065,43.3646,42.9766,43.0344,1222286,TECH
MSFT,2024-02-29T16:00:00Z,59.6251,59.7065,58.3651,58.4449,827329,TECH
NVDA,2024-02-29T16:00:00Z,73.0551,73.1839,72.9423,73.071,1513744,TECH
JPM,2024-02-29T16:00:00Z,96.8998,97.0451,96.6959,96.8412,1504461,FINANCIALS
GS,2024-02-29T16:00:00Z,108.213,108.6508,108.1147,108.5522,1186885,FINANCIALS
BAC,2024-02-29T16:00:00Z,128.9988,129.3574,128.3909,128.7488,1359662,FINANCIALS
XOM,2024-02-29T16:00:00Z,159.5883,160.8278,158.8371,160.0744,871383,ENERGY
CVX,2024-02-29T16:00:00Z,175.6652,176.4452,175.4122,176.1915,1033905,ENERGY
KO,2024-02-29T16:00:00Z,180.7831,181.4435,180.3534,181.0133,1117659,STAPLES
PG,2024-02-29T16:00:00Z,230.5324,231.2026,230.4523,231.1223,820413,STAPLES
AAPL,2024-03-01T16:00:00Z,43.0739,43.0876,42.691,42.7046,952431,TECH
MSFT,2024-03-01T16:00:00Z,58.4414,59.0938,57.2701,57.9167,783797,TECH
NVDA,2024-03-01T16:00:00Z,72.9749,73.034,72.3492,72.4078,805971,TECH
JPM,2024-03-01T16:00:00Z,96.6716,98.9996,96.244,98.5637,1156236,FINANCIALS
GS,2024-03-01T16:00:00Z,108.5931,111.4013,107.1508,109.941,981759,FINANCIALS
BAC,2024-03-01T16:00:00Z,128.7609,129.7079,127.4538,128.3981,745951,FINANCIALS
XOM,2024-03-01T16:00:00Z,159.8327,163.6343,159.7452,163.5448,1270643,ENERGY
CVX,2024-03-01T16:00:00Z,176.2017,176.8058,176.0533,176.657,1045849,ENERGY
KO,2024-03-01T16:00:00Z,181.2214,181.5841,180.5228,180.8848,1392177,STAPLES
PG,2024-03-01T16:00:00Z,231.1806,231.7079,229.8376,230.363,1137480,STAPLES
AAPL,2024-03-04T16:00:00Z,42.7691,43.1545,42.7062,43.0911,1561540,TECH
MSFT,2024-03-04T16:00:00Z,57.9517,58.6,57.6698,58.3163,984085,TECH
NVDA,2024-03-04T16:00:00Z,72.4961,72.8109,72.2744,72.5889,757114,TECH
JPM,2024-03-04T16:00:00Z,98.5526,99.3982,98.2544,99.0983,1585058,FINANCIALS
GS,2024-03-04T16:00:00Z,109.7666,110.385,109.7592,110.3775,887568,FINANCIALS
BAC,2024-03-04T16:00:00Z,128.4028,129.2539,127.1103,127.9585,1506787,FINANCIALS
XOM,2024-03-04T16:00:00Z,163.3455,168.6057,163.1166,168.3697,1056642,ENERGY
CVX,2024-03-04T16:00:00Z,176.9641,177.2876,176.1203,176.4428,1218794,ENERGY
KO,2024-03-04T16:00:00Z,180.5212,182.9745,179.6785,182.1244,1010704,STAPLES
PG,2024-03-04T16:00:00Z,230.4358,230.6389,226.8909,227.091,1081499,STAPLES
AAPL,2024-03-05T16:00:00Z,43.0753,43.2921,42.8517,43.0685,1547347,TECH
MSFT,2024-03-05T16:00:00Z,58.2844,58.7458,57.7159,58.1764,1252327,TECH
NVDA,2024-03-05T16:00:00Z,72.4762,72.6008,72.3422,72.4668,1292461,TECH
JPM,2024-03-05T16:00:00Z,98.8382,100.8426,98.3627,100.3598,951052,FINANCIALS
GS,2024-03-05T16:00:00Z,110.3773,111.9239,109.5648,111.106,787731,FINANCIALS
BAC,2024-03-05T16:00:00Z,127.6423,128.217,126.6528,127.2256,1302683,FINANCIALS
XOM,2024-03-05T16:00:00Z,168.1628,171.1702,167.9629,170.967,1190806,ENERGY
CVX,2024-03-05T16:00:00Z,176.4386,178.233,175.6021,177.3919,828018,ENERGY
KO,2024-03-05T16:00:00Z,182.1411,182.957,181.3315,182.1473,832629,STAPLES
PG,2024-03-05T16:00:00Z,226.9565,228.4303,226.4417,227.9133,1091915,STAPLES
AAPL,2024-03-06T16:00:00Z,43.1128,43.2528,42.3381,42.4761,912665,TECH
MSFT,2024-03-06T16:00:00Z,58.0782,59.706,57.7677,59.3885,1534038,TECH
NVDA,2024-03-06T16:00:00Z,72.4179,73.1248,72.1809,72.8863,1418672,TECH
JPM,2024-03-06T16:00:00Z,100.4254,100.7174,98.8292,99.1174,1538861,FINANCIALS
GS,2024-03-06T16:00:00Z,111.1639,111.8329,110.8906,111.5587,1529608,FINANCIALS
BAC,2024-03-06T16:00:00Z,127.2034,130.0526,126.7086,129.5486,930986,FINANCIALS
XOM,2024-03-06T16:00:00Z,170.8193,171.4493,167.3223,167.9416,1487294,ENERGY
CVX,2024-03-06T16:00:00Z,177.735,178.4097,174.3895,175.054,1551856,ENERGY
KO,2024-03-06T16:00:00Z,182.6833,183.833,181.1488,182.2961,1123283,STAPLES
PG,2024-03-06T16:00:00Z,227.6282,229.8528,227.6248,229.8493,1593583,STAPLES
AAPL,2024-03-07T16:00:00Z,42.4831,42.6138,42.1449,42.275,812181,TECH
MSFT,2024-03-07T16:00:00Z,59.4808,59.8242,58.5364,58.8764,811267,TECH
NVDA,2024-03-07T16:00:00Z,72.87,72.9754,72.565,72.6702,1221395,TECH
JPM,2024-03-07T16:00:00Z,99.2885,99.6271,98.0193,98.3547,972113,FINANCIALS
GS,2024-03-07T16:00:00Z,111.4501,111.9642,110.7994,111.3129,1488501,FINANCIALS
BAC,2024-03-07T16:00:00Z,129.6297,130.0776,127.6453,128.0879,1487178,FINANCIALS
XOM,2024-03-07T16:00:00Z,167.9796,168.2457,167.9175,168.1835,1139649,ENERGY
CVX,2024-03-07T16:00:00Z,175.3145,176.0588,171.5924,172.324,855477,ENERGY
KO,2024-03-07T16:00:00Z,182.3972,182.7171,181.3377,181.6563,838845,STAPLES
PG,2024-03-07T16:00:00Z,230.1261,232.4694,228.9606,231.298,1026367,STAPLES
AAPL,2024-03-08T16:00:00Z,42.205,42.973,42.0303,42.7958,1478589,TECH
MSFT,2024-03-08T16:00:00Z,58.8187,59.5691,58.8118,59.5621,1147919,TECH
NVDA,2024-03-08T16:00:00Z,72.7897,73.0231,71.9123,72.1436,1359876,TECH
JPM,2024-03-08T16:00:00Z,98.2342,99.1676,98.0837,99.0159,976603,FINANCIALS
GS,2024-03-08T16:00:00Z,111.3259,112.5162,111.0874,112.2756,1314201,FINANCIALS
BAC,2024-03-08T16:00:00Z,128.077,128.423,126.5587,126.9016,710899,FINANCIALS
XOM,2024-03-08T16:00:00Z,168.2782,169.6621,167.1574,168.5395,838528,ENERGY
CVX,2024-03-08T16:00:00Z,172.1509,175.5692,171.7116,175.1223,780892,ENERGY
KO,2024-03-08T16:00:00Z,181.6017,184.3015,180.8765,183.5685,853530,STAPLES
PG,2024-03-08T16:00:00Z,231.2121,233.9797,230.5974,233.3593,919939,STAPLES
AAPL,2024-03-11T16:00:00Z,42.8451,42.92,42.5558,42.6304,779377,TECH
MSFT,2024-03-11T16:00:00Z,59.4563,59.8245,58.1959,58.5585,919784,TECH
NVDA,2024-03-11T16:00:00Z,72.1763,73.0894,71.8995,72.8102,1131327,TECH
JPM,2024-03-11T16:00:00Z,98.9587,99.3242,95.8442,96.1995,1392103,FINANCIALS
GS,2024-03-11T16:00:00Z,112.1211,112.2141,110.0358,110.1271,1065675,FINANCIALS
BAC,2024-03-11T16:00:00Z,126.8377,127.1191,123.4012,123.6756,1127488,FINANCIALS
XOM,2024-03-11T16:00:00Z,168.7841,169.559,166.2394,167.0061,874553,ENERGY
CVX,2024-03-11T16:00:00Z,175.4938,176.0551,173.3695,173.9257,1210703,ENERGY
KO,2024-03-11T16:00:00Z,183.9941,185.179,183.3708,184.5538,1250824,STAPLES
PG,2024-03-11T16:00:00Z,233.5148,235.562,232.5221,234.5648,1456112,STAPLES
AAPL,2024-03-12T16:00:00Z,42.7143,42.7898,42.3402,42.4152,1132361,TECH
MSFT,2024-03-12T16:00:00Z,58.5145,58.9047,58.5052,58.8954,1529042,TECH
NVDA,2024-03-12T16:00:00Z,72.7946,73.4162,70.9947,71.6062,718175,TECH
JPM,2024-03-12T16:00:00Z,96.2087,96.3126,95.6576,95.7611,1161982,FINANCIALS
GS,2024-03-12T16:00:00Z,109.9618,110.1248,108.8287,108.9902,1384298,FINANCIALS
BAC,2024-03-12T16:00:00Z,123.5605,126.6337,122.9739,126.0354,867265,FINANCIALS
XOM,2024-03-12T16:00:00Z,167.4279,168.5983,166.6451,167.8137,1278345,ENERGY
CVX,2024-03-12T16:00:00Z,174.0049,174.7516,171.985,172.7262,767147,ENERGY
KO,2024-03-12T16:00:00Z,184.3803,184.9057,184.2983,184.8235,1584894,STAPLES
PG,2024-03-12T16:00:00Z,234.8111,238.856,234.5779,238.6191,1055656,STAPLES
AAPL,2024-03-13T16:00:00Z,42.4744,42.6993,41.522,41.7431,1278937,TECH
MSFT,2024-03-13T16:00:00Z,58.8669,59.0911,58.7302,58.9542,828621,TECH
NVDA,2024-03-13T16:00:00Z,71.6554,71.8003,71.5393,71.6841,1075434,TECH
JPM,2024-03-13T16:00:00Z,95.8071,97.0145,95.6695,96.8753,749289,FINANCIALS
GS,2024-03-13T16:00:00Z,108.9633,109.425,108.2651,108.7258,1506685,FINANCIALS
BAC,2024-03-13T16:00:00Z,125.8506,126.9085,125.4806,126.5364,1034290,FINANCIALS
XOM,2024-03-13T16:00:00Z,167.7457,168.0215,166.8741,167.149,1293224,ENERGY
CVX,2024-03-13T16:00:00Z,172.5214,176.8367,172.4831,176.7974,1204846,ENERGY
KO,2024-03-13T16:00:00Z,184.6289,184.6904,183.5259,183.587,1105476,STAPLES
PG,2024-03-13T16:00:00Z,238.6008,239.0463,232.4834,232.9183,1527025,STAPLES
AAPL,2024-03-14T16:00:00Z,41.7064,42.4233,41.6907,42.4074,1419670,TECH
MSFT,2024-03-14T16:00:00Z,58.9397,58.9814,57.896,57.937,853688,TECH
NVDA,2024-03-14T16:00:00Z,71.8754,72.8012,71.3968,72.3196,1390788,TECH
JPM,2024-03-14T16:00:00Z,96.7259,98.5181,96.4497,98.2375,1425674,FINANCIALS
GS,2024-03-14T16:00:00Z,108.7087,110.2138,108.6129,110.1167,1130429,FINANCIALS
BAC,2024-03-14T16:00:00Z,126.3488,130.6977,125.9402,130.2763,908757,FINANCIALS
XOM,2024-03-14T16:00:00Z,167.3559,170.35,167.0021,169.9905,1531862,ENERGY
CVX,2024-03-14T16:00:00Z,176.8372,177.5859,176.2868,177.0348,1593276,ENERGY
KO,2024-03-14T16:00:00Z,183.4523,185.3758,182.5903,184.5089,759770,STAPLES
PG,2024-03-14T16:00:00Z,233.0445,233.185,230.6415,230.7806,1309920,STAPLES
AAPL,2024-03-15T16:00:00Z,42.4957,42.6427,42.2965,42.4433,1294993,TECH
MSFT,2024-03-15T16:00:00Z,57.9179,58.0132,57.503,57.5978,1222237,TECH
NVDA,2024-03-15T16:00:00Z,72.4949,72.9893,71.8977,72.3914,1260562,TECH
JPM,2024-03-15T16:00:00Z,98.2089,98.2899,97.7032,97.7838,1411763,FINANCIALS
GS,2024-03-15T16:00:00Z,110.3184,110.6706,110.0004,110.3526,1382672,FINANCIALS
BAC,2024-03-15T16:00:00Z,130.4417,131.7994,130.4028,131.7601,1388861,FINANCIALS
XOM,2024-03-15T16:00:00Z,170.2168,171.1208,169.8474,170.7503,982973,ENERGY
CVX,2024-03-15T16:00:00Z,176.7619,177.3203,175.4866,176.0427,1554432,ENERGY
KO,2024-03-15T16:00:00Z,184.4402,184.5002,183.1181,183.1776,1170283,STAPLES
PG,2024-03-15T16:00:00Z,230.5072,230.9776,228.3118,228.7787,1351393,STAPLES
AAPL,2024-03-18T16:00:00Z,42.3777,42.4261,41.617,41.6645,1419060,TECH
MSFT,2024-03-18T16:00:00Z,57.6223,57.8572,57.5997,57.8346,1324389,TECH
NVDA,2024-03-18T16:00:00Z,72.3033,72.5758,68.2329,68.491,1264583,TECH
JPM,2024-03-18T16:00:00Z,97.8039,98.0281,95.7715,95.9916,1015546,FINANCIALS
GS,2024-03-18T16:00:00Z,110.4342,110.8713,110.2695,110.7063,1348522,FINANCIALS
BAC,2024-03-18T16:00:00Z,131.6721,132.911,131.232,132.4682,1188442,FINANCIALS
XOM,2024-03-18T16:00:00Z,170.7096,175.0071,170.5238,174.8168,823316,ENERGY
CVX,2024-03-18T16:00:00Z,176.0304,177.684,175.8203,177.4722,1402142,ENERGY
KO,2024-03-18T16:00:00Z,183.3108,185.4476,183.2844,185.4209,1086805,STAPLES
PG,2024-03-18T16:00:00Z,228.9402,231.9395,228.666,231.662,1286180,STAPLES
AAPL,2024-03-19T16:00:00Z,41.5907,41.601,41.4648,41.475,1405081,TECH
MSFT,2024-03-19T16:00:00Z,57.8449,58.3247,57.741,58.2201,1163125,TECH
NVDA,2024-03-19T16:00:00Z,68.4341,68.7135,68.1131,68.3923,1206080,TECH
JPM,2024-03-19T16:00:00Z,96.0641,97.1089,95.9474,96.9911,814487,FINANCIALS
GS,2024-03-19T16:00:00Z,110.6674,110.8582,109.9719,110.1618,1019882,FINANCIALS
BAC,2024-03-19T16:00:00Z,132.574,133.2009,132.0935,132.7199,1101744,FINANCIALS
XOM,2024-03-19T16:00:00Z,174.9812,175.42,172.7467,173.181,1181946,ENERGY
CVX,2024-03-19T16:00:00Z,176.8978,178.886,176.8433,178.8309,1553971,ENERGY
KO,2024-03-19T16:00:00Z,185.7174,186.077,183.6557,184.012,1573338,STAPLES
PG,2024-03-19T16:00:00Z,231.8604,235.0909,230.7531,233.9734,1213054,STAPLES
AAPL,2024-03-20T16:00:00Z,41.4794,41.8553,41.2666,41.6416,1219381,TECH
MSFT,2024-03-20T16:00:00Z,58.1881,58.7846,57.8529,58.4479,723698,TECH
NVDA,2024-03-20T16:00:00Z,68.4274,69.5929,68.2543,69.4173,927432,TECH
JPM,2024-03-20T16:00:00Z,96.9878,97.5759,96.4815,97.0692,837117,FINANCIALS
GS,2024-03-20T16:00:00Z,110.303,110.7061,110.1165,110.5193,1391115,FINANCIALS
BAC,2024-03-20T16:00:00Z,132.6493,133.184,130.3594,130.8869,719404,FINANCIALS
XOM,2024-03-20T16:00:00Z,173.2984,176.8471,173.0323,176.576,1087995,ENERGY
CVX,2024-03-20T16:00:00Z,178.71,183.5013,178.4431,183.2277,1233248,ENERGY
KO,2024-03-20T16:00:00Z,183.8761,188.4149,183.5322,188.0631,1158936,STAPLES
PG,2024-03-20T16:00:00Z,234.0612,236.0193,233.1292,235.0832,922809,STAPLES
AAPL,2024-03-21T16:00:00Z,41.645,41.6657,40.3107,40.3308,1416727,TECH
MSFT,2024-03-21T16:00:00Z,58.4311,58.5037,58.3093,58.3818,1558712,TECH
NVDA,2024-03-21T16:00:00Z,69.4376,69.5545,68.3151,68.4303,1237507,TECH
JPM,2024-03-21T16:00:00Z,97.2614,97.7325,93.7367,94.1929,1448858,FINANCIALS
GS,2024-03-21T16:00:00Z,110.7323,110.8802,109.8954,110.0424,965984,FINANCIALS
BAC,2024-03-21T16:00:00Z,130.782,131.2687,127.0764,127.5511,1074680,FINANCIALS
XOM,2024-03-21T16:00:00Z,176.3919,176.6067,174.1457,174.358,1278308,ENERGY
CVX,2024-03-21T16:00:00Z,183.3596,185.0997,183.3236,185.0634,1014862,ENERGY
